발생연도,성,국제질병분류코드,암종,연령군,발생자수(명),발생률(명/10만명),연결test
2013,남자,C00-C14,"입술, 구강 및 인두",80-84세,81,37.3,2013남C00-C1480-84세
2013,남자,C00-C14,"입술, 구강 및 인두",85세이상,38,34.5,2013남C00-C1485세이상
2013,남자,C00-C14,"입술, 구강 및 인두",전체,2221,8.8,2013남C00-C14전체
2013,남자,C15,식도,00-04세,,,2013남C1500-04세
2013,남자,C15,식도,05-09세,,,2013남C1505-09세
2013,남자,C15,식도,10-14세,,,2013남C1510-14세
2013,남자,C15,식도,15-19세,,,2013남C1515-19세
2013,남자,C15,식도,20-24세,,,2013남C1520-24세
2013,남자,C15,식도,25-29세,2,0.1,2013남C1525-29세
2013,남자,C15,식도,30-34세,3,0.1,2013남C1530-34세
2013,남자,C15,식도,35-39세,1,0,2013남C1535-39세
2013,남자,C15,식도,40-44세,15,0.6,2013남C1540-44세
2013,남자,C15,식도,45-49세,65,3,2013남C1545-49세
2013,남자,C15,식도,50-54세,171,7.8,2013남C1550-54세
2013,남자,C15,식도,55-59세,292,17,2013남C1555-59세
2013,남자,C15,식도,60-64세,344,29,2013남C1560-64세
2013,남자,C15,식도,65-69세,356,39.2,2013남C1565-69세
2013,남자,C15,식도,70-74세,426,54.7,2013남C1570-74세
2013,남자,C15,식도,75-79세,335,69.9,2013남C1575-79세
2013,남자,C15,식도,80-84세,135,62.1,2013남C1580-84세
2013,남자,C15,식도,85세이상,60,54.5,2013남C1585세이상
2013,남자,C15,식도,전체,2205,8.7,2013남C15전체
2013,남자,C16,위,00-04세,,,2013남C1600-04세
2013,남자,C16,위,05-09세,,,2013남C1605-09세
2013,남자,C16,위,10-14세,,,2013남C1610-14세
2013,남자,C16,위,15-19세,2,0.1,2013남C1615-19세
2013,남자,C16,위,20-24세,16,0.9,2013남C1620-24세
2013,남자,C16,위,25-29세,32,1.9,2013남C1625-29세
2013,남자,C16,위,30-34세,116,5.6,2013남C1630-34세
2013,남자,C16,위,35-39세,283,14,2013남C1635-39세
2013,남자,C16,위,40-44세,777,33.5,2013남C1640-44세
2013,남자,C16,위,45-49세,1139,53.4,2013남C1645-49세
2013,남자,C16,위,50-54세,2375,108.6,2013남C1650-54세
2013,남자,C16,위,55-59세,2818,163.7,2013남C1655-59세
2013,남자,C16,위,60-64세,2898,244.2,2013남C1660-64세
2013,남자,C16,위,65-69세,2983,328.5,2013남C1665-69세
2013,남자,C16,위,70-74세,3188,409.2,2013남C1670-74세
2013,남자,C16,위,75-79세,2252,469.6,2013남C1675-79세
2013,남자,C16,위,80-84세,1081,497.5,2013남C1680-84세
2013,남자,C16,위,85세이상,466,423.3,2013남C1685세이상
2013,남자,C16,위,전체,20426,80.8,2013남C16전체
2013,남자,C18-C20,대장,00-04세,,,2013남C18-C2000-04세
2013,남자,C18-C20,대장,05-09세,,,2013남C18-C2005-09세
2013,남자,C18-C20,대장,10-14세,2,0.1,2013남C18-C2010-14세
2013,남자,C18-C20,대장,15-19세,5,0.3,2013남C18-C2015-19세
2013,남자,C18-C20,대장,20-24세,16,0.9,2013남C18-C2020-24세
2013,남자,C18-C20,대장,25-29세,52,3.1,2013남C18-C2025-29세
2013,남자,C18-C20,대장,30-34세,165,8,2013남C18-C2030-34세
2013,남자,C18-C20,대장,35-39세,312,15.4,2013남C18-C2035-39세
2013,남자,C18-C20,대장,40-44세,557,24,2013남C18-C2040-44세
2013,남자,C18-C20,대장,45-49세,894,41.9,2013남C18-C2045-49세
2013,남자,C18-C20,대장,50-54세,1792,81.9,2013남C18-C2050-54세
2013,남자,C18-C20,대장,55-59세,2234,129.8,2013남C18-C2055-59세
2013,남자,C18-C20,대장,60-64세,2404,202.6,2013남C18-C2060-64세
2013,남자,C18-C20,대장,65-69세,2399,264.2,2013남C18-C2065-69세
2013,남자,C18-C20,대장,70-74세,2700,346.6,2013남C18-C2070-74세
2013,남자,C18-C20,대장,75-79세,1865,388.9,2013남C18-C2075-79세
2013,남자,C18-C20,대장,80-84세,995,457.9,2013남C18-C2080-84세
2013,남자,C18-C20,대장,85세이상,478,434.2,2013남C18-C2085세이상
2013,남자,C18-C20,대장,전체,16870,66.7,2013남C18-C20전체
2013,남자,C22,간,00-04세,12,1,2013남C2200-04세
2013,남자,C22,간,05-09세,4,0.3,2013남C2205-09세
2013,남자,C22,간,10-14세,1,0.1,2013남C2210-14세
2013,남자,C22,간,15-19세,2,0.1,2013남C2215-19세
2013,남자,C22,간,20-24세,7,0.4,2013남C2220-24세
2013,남자,C22,간,25-29세,8,0.5,2013남C2225-29세
2013,남자,C22,간,30-34세,64,3.1,2013남C2230-34세
2013,남자,C22,간,35-39세,185,9.2,2013남C2235-39세
2013,남자,C22,간,40-44세,500,21.6,2013남C2240-44세
2013,남자,C22,간,45-49세,1034,48.5,2013남C2245-49세
2013,남자,C22,간,50-54세,1868,85.4,2013남C2250-54세
2013,남자,C22,간,55-59세,1939,112.6,2013남C2255-59세
2013,남자,C22,간,60-64세,1664,140.2,2013남C2260-64세
2013,남자,C22,간,65-69세,1403,154.5,2013남C2265-69세
2013,남자,C22,간,70-74세,1525,195.8,2013남C2270-74세
2013,남자,C22,간,75-79세,1034,215.6,2013남C2275-79세
2013,남자,C22,간,80-84세,517,237.9,2013남C2280-84세
2013,남자,C22,간,85세이상,236,214.4,2013남C2285세이상
2013,남자,C22,간,전체,12003,47.5,2013남C22전체
2013,남자,C23-C24,담낭 및 기타담도,00-04세,,,2013남C23-C2400-04세
2013,남자,C23-C24,담낭 및 기타담도,05-09세,,,2013남C23-C2405-09세
2013,남자,C23-C24,담낭 및 기타담도,10-14세,,,2013남C23-C2410-14세
2013,남자,C23-C24,담낭 및 기타담도,15-19세,,,2013남C23-C2415-19세
2013,남자,C23-C24,담낭 및 기타담도,20-24세,,,2013남C23-C2420-24세
2013,남자,C23-C24,담낭 및 기타담도,25-29세,,,2013남C23-C2425-29세
2013,남자,C23-C24,담낭 및 기타담도,30-34세,7,0.3,2013남C23-C2430-34세
2013,남자,C23-C24,담낭 및 기타담도,35-39세,10,0.5,2013남C23-C2435-39세
2013,남자,C23-C24,담낭 및 기타담도,40-44세,44,1.9,2013남C23-C2440-44세
2013,남자,C23-C24,담낭 및 기타담도,45-49세,71,3.3,2013남C23-C2445-49세
2013,남자,C23-C24,담낭 및 기타담도,50-54세,178,8.1,2013남C23-C2450-54세
2013,남자,C23-C24,담낭 및 기타담도,55-59세,257,14.9,2013남C23-C2455-59세
2013,남자,C23-C24,담낭 및 기타담도,60-64세,369,31.1,2013남C23-C2460-64세
2013,남자,C23-C24,담낭 및 기타담도,65-69세,478,52.6,2013남C23-C2465-69세
2013,남자,C23-C24,담낭 및 기타담도,70-74세,627,80.5,2013남C23-C2470-74세
2013,남자,C23-C24,담낭 및 기타담도,75-79세,510,106.3,2013남C23-C2475-79세
2013,남자,C23-C24,담낭 및 기타담도,80-84세,301,138.5,2013남C23-C2480-84세
2013,남자,C23-C24,담낭 및 기타담도,85세이상,151,137.2,2013남C23-C2485세이상
2013,남자,C23-C24,담낭 및 기타담도,전체,3003,11.9,2013남C23-C24전체
2013,남자,C25,췌장,00-04세,,,2013남C2500-04세
2013,남자,C25,췌장,05-09세,,,2013남C2505-09세
2013,남자,C25,췌장,10-14세,1,0.1,2013남C2510-14세
2013,남자,C25,췌장,15-19세,,,2013남C2515-19세
2013,남자,C25,췌장,20-24세,1,0.1,2013남C2520-24세
2013,남자,C25,췌장,25-29세,5,0.3,2013남C2525-29세
2013,남자,C25,췌장,30-34세,12,0.6,2013남C2530-34세
2013,남자,C25,췌장,35-39세,20,1,2013남C2535-39세
2013,남자,C25,췌장,40-44세,68,2.9,2013남C2540-44세
2013,남자,C25,췌장,45-49세,130,6.1,2013남C2545-49세
2013,남자,C25,췌장,50-54세,258,11.8,2013남C2550-54세
2013,남자,C25,췌장,55-59세,358,20.8,2013남C2555-59세
2013,남자,C25,췌장,60-64세,401,33.8,2013남C2560-64세
2013,남자,C25,췌장,65-69세,435,47.9,2013남C2565-69세
2013,남자,C25,췌장,70-74세,589,75.6,2013남C2570-74세
2013,남자,C25,췌장,75-79세,374,78,2013남C2575-79세
2013,남자,C25,췌장,80-84세,228,104.9,2013남C2580-84세
2013,남자,C25,췌장,85세이상,128,116.3,2013남C2585세이상
2013,남자,C25,췌장,전체,3008,11.9,2013남C25전체
2013,남자,C32,후두,00-04세,,,2013남C3200-04세
2013,남자,C32,후두,05-09세,,,2013남C3205-09세
2013,남자,C32,후두,10-14세,1,0.1,2013남C3210-14세
2013,남자,C32,후두,15-19세,,,2013남C3215-19세
2013,남자,C32,후두,20-24세,1,0.1,2013남C3220-24세
2013,남자,C32,후두,25-29세,,,2013남C3225-29세
2013,남자,C32,후두,30-34세,2,0.1,2013남C3230-34세
2013,남자,C32,후두,35-39세,4,0.2,2013남C3235-39세
2013,남자,C32,후두,40-44세,7,0.3,2013남C3240-44세
2013,남자,C32,후두,45-49세,28,1.3,2013남C3245-49세
2013,남자,C32,후두,50-54세,91,4.2,2013남C3250-54세
2013,남자,C32,후두,55-59세,164,9.5,2013남C3255-59세
2013,남자,C32,후두,60-64세,181,15.3,2013남C3260-64세
2013,남자,C32,후두,65-69세,224,24.7,2013남C3265-69세
2013,남자,C32,후두,70-74세,198,25.4,2013남C3270-74세
2013,남자,C32,후두,75-79세,148,30.9,2013남C3275-79세
2013,남자,C32,후두,80-84세,61,28.1,2013남C3280-84세
2013,남자,C32,후두,85세이상,23,20.9,2013남C3285세이상
2013,남자,C32,후두,전체,1133,4.5,2013남C32전체
2013,남자,C33-C34,폐,00-04세,1,0.1,2013남C33-C3400-04세
2013,남자,C33-C34,폐,05-09세,,,2013남C33-C3405-09세
2013,남자,C33-C34,폐,10-14세,2,0.1,2013남C33-C3410-14세
2013,남자,C33-C34,폐,15-19세,4,0.2,2013남C33-C3415-19세
2013,남자,C33-C34,폐,20-24세,10,0.6,2013남C33-C3420-24세
2013,남자,C33-C34,폐,25-29세,11,0.7,2013남C33-C3425-29세
2013,남자,C33-C34,폐,30-34세,28,1.4,2013남C33-C3430-34세
2013,남자,C33-C34,폐,35-39세,75,3.7,2013남C33-C3435-39세
2013,남자,C33-C34,폐,40-44세,223,9.6,2013남C33-C3440-44세
2013,남자,C33-C34,폐,45-49세,326,15.3,2013남C33-C3445-49세
2013,남자,C33-C34,폐,50-54세,858,39.2,2013남C33-C3450-54세
2013,남자,C33-C34,폐,55-59세,1456,84.6,2013남C33-C3455-59세
2013,남자,C33-C34,폐,60-64세,2032,171.2,2013남C33-C3460-64세
2013,남자,C33-C34,폐,65-69세,2612,287.7,2013남C33-C3465-69세
2013,남자,C33-C34,폐,70-74세,3616,464.2,2013남C33-C3470-74세
2013,남자,C33-C34,폐,75-79세,2930,611,2013남C33-C3475-79세
2013,남자,C33-C34,폐,80-84세,1493,687.1,2013남C33-C3480-84세
2013,남자,C33-C34,폐,85세이상,721,655,2013남C33-C3485세이상
2013,남자,C33-C34,폐,전체,16398,64.9,2013남C33-C34전체
2013,남자,C50,유방,00-04세,,,2013남C5000-04세
2013,남자,C50,유방,05-09세,,,2013남C5005-09세
2013,남자,C50,유방,10-14세,,,2013남C5010-14세
2013,남자,C50,유방,15-19세,,,2013남C5015-19세
2013,남자,C50,유방,20-24세,,,2013남C5020-24세
2013,남자,C50,유방,25-29세,1,0.1,2013남C5025-29세
2013,남자,C50,유방,30-34세,,,2013남C5030-34세
2013,남자,C50,유방,35-39세,2,0.1,2013남C5035-39세
2013,남자,C50,유방,40-44세,2,0.1,2013남C5040-44세
2013,남자,C50,유방,45-49세,4,0.2,2013남C5045-49세
2013,남자,C50,유방,50-54세,7,0.3,2013남C5050-54세
2013,남자,C50,유방,55-59세,6,0.3,2013남C5055-59세
2013,남자,C50,유방,60-64세,7,0.6,2013남C5060-64세
2013,남자,C50,유방,65-69세,8,0.9,2013남C5065-69세
2013,남자,C50,유방,70-74세,10,1.3,2013남C5070-74세
2013,남자,C50,유방,75-79세,9,1.9,2013남C5075-79세
2013,남자,C50,유방,80-84세,4,1.8,2013남C5080-84세
2013,남자,C50,유방,85세이상,3,2.7,2013남C5085세이상
2013,남자,C50,유방,전체,63,0.2,2013남C50전체
2013,남자,C53,자궁경부,00-04세,,,2013남C5300-04세
2013,남자,C53,자궁경부,05-09세,,,2013남C5305-09세
2013,남자,C53,자궁경부,10-14세,,,2013남C5310-14세
2013,남자,C53,자궁경부,15-19세,,,2013남C5315-19세
2013,남자,C53,자궁경부,20-24세,,,2013남C5320-24세
2013,남자,C53,자궁경부,25-29세,,,2013남C5325-29세
2013,남자,C53,자궁경부,30-34세,,,2013남C5330-34세
2013,남자,C53,자궁경부,35-39세,,,2013남C5335-39세
2013,남자,C53,자궁경부,40-44세,,,2013남C5340-44세
2013,남자,C53,자궁경부,45-49세,,,2013남C5345-49세
2013,남자,C53,자궁경부,50-54세,,,2013남C5350-54세
2013,남자,C53,자궁경부,55-59세,,,2013남C5355-59세
2013,남자,C53,자궁경부,60-64세,,,2013남C5360-64세
2013,남자,C53,자궁경부,65-69세,,,2013남C5365-69세
2013,남자,C53,자궁경부,70-74세,,,2013남C5370-74세
2013,남자,C53,자궁경부,75-79세,,,2013남C5375-79세
2013,남자,C53,자궁경부,80-84세,,,2013남C5380-84세
2013,남자,C53,자궁경부,85세이상,,,2013남C5385세이상
2013,남자,C53,자궁경부,전체,,,2013남C53전체
2013,남자,C54,자궁체부,00-04세,,,2013남C5400-04세
2013,남자,C54,자궁체부,05-09세,,,2013남C5405-09세
2013,남자,C54,자궁체부,10-14세,,,2013남C5410-14세
2013,남자,C54,자궁체부,15-19세,,,2013남C5415-19세
2013,남자,C54,자궁체부,20-24세,,,2013남C5420-24세
2013,남자,C54,자궁체부,25-29세,,,2013남C5425-29세
2013,남자,C54,자궁체부,30-34세,,,2013남C5430-34세
2013,남자,C54,자궁체부,35-39세,,,2013남C5435-39세
2013,남자,C54,자궁체부,40-44세,,,2013남C5440-44세
2013,남자,C54,자궁체부,45-49세,,,2013남C5445-49세
2013,남자,C54,자궁체부,50-54세,,,2013남C5450-54세
2013,남자,C54,자궁체부,55-59세,,,2013남C5455-59세
2013,남자,C54,자궁체부,60-64세,,,2013남C5460-64세
2013,남자,C54,자궁체부,65-69세,,,2013남C5465-69세
2013,남자,C54,자궁체부,70-74세,,,2013남C5470-74세
2013,남자,C54,자궁체부,75-79세,,,2013남C5475-79세
2013,남자,C54,자궁체부,80-84세,,,2013남C5480-84세
2013,남자,C54,자궁체부,85세이상,,,2013남C5485세이상
2013,남자,C54,자궁체부,전체,,,2013남C54전체
2013,남자,C56,난소,00-04세,,,2013남C5600-04세
2013,남자,C56,난소,05-09세,,,2013남C5605-09세
2013,남자,C56,난소,10-14세,,,2013남C5610-14세
2013,남자,C56,난소,15-19세,,,2013남C5615-19세
2013,남자,C56,난소,20-24세,,,2013남C5620-24세
2013,남자,C56,난소,25-29세,,,2013남C5625-29세
2013,남자,C56,난소,30-34세,,,2013남C5630-34세
2013,남자,C56,난소,35-39세,,,2013남C5635-39세
2013,남자,C56,난소,40-44세,,,2013남C5640-44세
2013,남자,C56,난소,45-49세,,,2013남C5645-49세
2013,남자,C56,난소,50-54세,,,2013남C5650-54세
2013,남자,C56,난소,55-59세,,,2013남C5655-59세
2013,남자,C56,난소,60-64세,,,2013남C5660-64세
2013,남자,C56,난소,65-69세,,,2013남C5665-69세
2013,남자,C56,난소,70-74세,,,2013남C5670-74세
2013,남자,C56,난소,75-79세,,,2013남C5675-79세
2013,남자,C56,난소,80-84세,,,2013남C5680-84세
2013,남자,C56,난소,85세이상,,,2013남C5685세이상
2013,남자,C56,난소,전체,,,2013남C56전체
2013,남자,C61,전립선,00-04세,,,2013남C6100-04세
2013,남자,C61,전립선,05-09세,,,2013남C6105-09세
2013,남자,C61,전립선,10-14세,,,2013남C6110-14세
2013,남자,C61,전립선,15-19세,,,2013남C6115-19세
2013,남자,C61,전립선,20-24세,,,2013남C6120-24세
2013,남자,C61,전립선,25-29세,1,0.1,2013남C6125-29세
2013,남자,C61,전립선,30-34세,1,0,2013남C6130-34세
2013,남자,C61,전립선,35-39세,2,0.1,2013남C6135-39세
2013,남자,C61,전립선,40-44세,13,0.6,2013남C6140-44세
2013,남자,C61,전립선,45-49세,61,2.9,2013남C6145-49세
2013,남자,C61,전립선,50-54세,311,14.2,2013남C6150-54세
2013,남자,C61,전립선,55-59세,691,40.1,2013남C6155-59세
2013,남자,C61,전립선,60-64세,1243,104.7,2013남C6160-64세
2013,남자,C61,전립선,65-69세,1936,213.2,2013남C6165-69세
2013,남자,C61,전립선,70-74세,2524,324,2013남C6170-74세
2013,남자,C61,전립선,75-79세,1765,368,2013남C6175-79세
2013,남자,C61,전립선,80-84세,787,362.2,2013남C6180-84세
2013,남자,C61,전립선,85세이상,329,298.9,2013남C6185세이상
2013,남자,C61,전립선,전체,9664,38.2,2013남C61전체
2013,남자,C62,고환,00-04세,14,1.2,2013남C6200-04세
2013,남자,C62,고환,05-09세,,,2013남C6205-09세
2013,남자,C62,고환,10-14세,1,0.1,2013남C6210-14세
2013,남자,C62,고환,15-19세,8,0.4,2013남C6215-19세
2013,남자,C62,고환,20-24세,26,1.5,2013남C6220-24세
2013,남자,C62,고환,25-29세,44,2.6,2013남C6225-29세
2013,남자,C62,고환,30-34세,64,3.1,2013남C6230-34세
2013,남자,C62,고환,35-39세,33,1.6,2013남C6235-39세
2013,남자,C62,고환,40-44세,23,1,2013남C6240-44세
2013,남자,C62,고환,45-49세,13,0.6,2013남C6245-49세
2013,남자,C62,고환,50-54세,11,0.5,2013남C6250-54세
2013,남자,C62,고환,55-59세,4,0.2,2013남C6255-59세
2013,남자,C62,고환,60-64세,4,0.3,2013남C6260-64세
2013,남자,C62,고환,65-69세,2,0.2,2013남C6265-69세
2013,남자,C62,고환,70-74세,5,0.6,2013남C6270-74세
2013,남자,C62,고환,75-79세,3,0.6,2013남C6275-79세
2013,남자,C62,고환,80-84세,,,2013남C6280-84세
2013,남자,C62,고환,85세이상,1,0.9,2013남C6285세이상
2013,남자,C62,고환,전체,256,1,2013남C62전체
2013,남자,C64,신장,00-04세,8,0.7,2013남C6400-04세
2013,남자,C64,신장,05-09세,2,0.2,2013남C6405-09세
2013,남자,C64,신장,10-14세,1,0.1,2013남C6410-14세
2013,남자,C64,신장,15-19세,2,0.1,2013남C6415-19세
2013,남자,C64,신장,20-24세,5,0.3,2013남C6420-24세
2013,남자,C64,신장,25-29세,27,1.6,2013남C6425-29세
2013,남자,C64,신장,30-34세,75,3.6,2013남C6430-34세
2013,남자,C64,신장,35-39세,129,6.4,2013남C6435-39세
2013,남자,C64,신장,40-44세,252,10.9,2013남C6440-44세
2013,남자,C64,신장,45-49세,268,12.6,2013남C6445-49세
2013,남자,C64,신장,50-54세,380,17.4,2013남C6450-54세
2013,남자,C64,신장,55-59세,420,24.4,2013남C6455-59세
2013,남자,C64,신장,60-64세,343,28.9,2013남C6460-64세
2013,남자,C64,신장,65-69세,336,37,2013남C6465-69세
2013,남자,C64,신장,70-74세,364,46.7,2013남C6470-74세
2013,남자,C64,신장,75-79세,249,51.9,2013남C6475-79세
2013,남자,C64,신장,80-84세,97,44.6,2013남C6480-84세
2013,남자,C64,신장,85세이상,57,51.8,2013남C6485세이상
2013,남자,C64,신장,전체,3015,11.9,2013남C64전체
2013,남자,C67,방광,00-04세,,,2013남C6700-04세
2013,남자,C67,방광,05-09세,,,2013남C6705-09세
2013,남자,C67,방광,10-14세,,,2013남C6710-14세
2013,남자,C67,방광,15-19세,4,0.2,2013남C6715-19세
2013,남자,C67,방광,20-24세,3,0.2,2013남C6720-24세
2013,남자,C67,방광,25-29세,3,0.2,2013남C6725-29세
2013,남자,C67,방광,30-34세,15,0.7,2013남C6730-34세
2013,남자,C67,방광,35-39세,22,1.1,2013남C6735-39세
2013,남자,C67,방광,40-44세,51,2.2,2013남C6740-44세
2013,남자,C67,방광,45-49세,107,5,2013남C6745-49세
2013,남자,C67,방광,50-54세,206,9.4,2013남C6750-54세
2013,남자,C67,방광,55-59세,314,18.2,2013남C6755-59세
2013,남자,C67,방광,60-64세,367,30.9,2013남C6760-64세
2013,남자,C67,방광,65-69세,442,48.7,2013남C6765-69세
2013,남자,C67,방광,70-74세,583,74.8,2013남C6770-74세
2013,남자,C67,방광,75-79세,505,105.3,2013남C6775-79세
2013,남자,C67,방광,80-84세,298,137.1,2013남C6780-84세
2013,남자,C67,방광,85세이상,167,151.7,2013남C6785세이상
2013,남자,C67,방광,전체,3087,12.2,2013남C67전체
2013,남자,C70-C72,뇌 및 중추신경계,00-04세,24,2,2013남C70-C7200-04세
2013,남자,C70-C72,뇌 및 중추신경계,05-09세,22,1.8,2013남C70-C7205-09세
2013,남자,C70-C72,뇌 및 중추신경계,10-14세,30,2,2013남C70-C7210-14세
2013,남자,C70-C72,뇌 및 중추신경계,15-19세,33,1.8,2013남C70-C7215-19세
2013,남자,C70-C72,뇌 및 중추신경계,20-24세,32,1.8,2013남C70-C7220-24세
2013,남자,C70-C72,뇌 및 중추신경계,25-29세,29,1.7,2013남C70-C7225-29세
2013,남자,C70-C72,뇌 및 중추신경계,30-34세,31,1.5,2013남C70-C7230-34세
2013,남자,C70-C72,뇌 및 중추신경계,35-39세,47,2.3,2013남C70-C7235-39세
2013,남자,C70-C72,뇌 및 중추신경계,40-44세,64,2.8,2013남C70-C7240-44세
2013,남자,C70-C72,뇌 및 중추신경계,45-49세,81,3.8,2013남C70-C7245-49세
2013,남자,C70-C72,뇌 및 중추신경계,50-54세,95,4.3,2013남C70-C7250-54세
2013,남자,C70-C72,뇌 및 중추신경계,55-59세,81,4.7,2013남C70-C7255-59세
2013,남자,C70-C72,뇌 및 중추신경계,60-64세,91,7.7,2013남C70-C7260-64세
2013,남자,C70-C72,뇌 및 중추신경계,65-69세,76,8.4,2013남C70-C7265-69세
2013,남자,C70-C72,뇌 및 중추신경계,70-74세,98,12.6,2013남C70-C7270-74세
2013,남자,C70-C72,뇌 및 중추신경계,75-79세,62,12.9,2013남C70-C7275-79세
2013,남자,C70-C72,뇌 및 중추신경계,80-84세,41,18.9,2013남C70-C7280-84세
2013,남자,C70-C72,뇌 및 중추신경계,85세이상,16,14.5,2013남C70-C7285세이상
2013,남자,C70-C72,뇌 및 중추신경계,전체,953,3.8,2013남C70-C72전체
2013,남자,C73,갑상선,00-04세,,,2013남C7300-04세
2013,남자,C73,갑상선,05-09세,4,0.3,2013남C7305-09세
2013,남자,C73,갑상선,10-14세,10,0.7,2013남C7310-14세
2013,남자,C73,갑상선,15-19세,36,2,2013남C7315-19세
2013,남자,C73,갑상선,20-24세,111,6.3,2013남C7320-24세
2013,남자,C73,갑상선,25-29세,340,20.4,2013남C7325-29세
2013,남자,C73,갑상선,30-34세,827,40.1,2013남C7330-34세
2013,남자,C73,갑상선,35-39세,1117,55.3,2013남C7335-39세
2013,남자,C73,갑상선,40-44세,1321,56.9,2013남C7340-44세
2013,남자,C73,갑상선,45-49세,1167,54.7,2013남C7345-49세
2013,남자,C73,갑상선,50-54세,1306,59.7,2013남C7350-54세
2013,남자,C73,갑상선,55-59세,910,52.9,2013남C7355-59세
2013,남자,C73,갑상선,60-64세,557,46.9,2013남C7360-64세
2013,남자,C73,갑상선,65-69세,424,46.7,2013남C7365-69세
2013,남자,C73,갑상선,70-74세,253,32.5,2013남C7370-74세
2013,남자,C73,갑상선,75-79세,114,23.8,2013남C7375-79세
2013,남자,C73,갑상선,80-84세,34,15.6,2013남C7380-84세
2013,남자,C73,갑상선,85세이상,10,9.1,2013남C7385세이상
2013,남자,C73,갑상선,전체,8541,33.8,2013남C73전체
2013,남자,C81,호지킨림프종,00-04세,,,2013남C8100-04세
2013,남자,C81,호지킨림프종,05-09세,2,0.2,2013남C8105-09세
2013,남자,C81,호지킨림프종,10-14세,6,0.4,2013남C8110-14세
2013,남자,C81,호지킨림프종,15-19세,12,0.7,2013남C8115-19세
2013,남자,C81,호지킨림프종,20-24세,6,0.3,2013남C8120-24세
2013,남자,C81,호지킨림프종,25-29세,17,1,2013남C8125-29세
2013,남자,C81,호지킨림프종,30-34세,10,0.5,2013남C8130-34세
2013,남자,C81,호지킨림프종,35-39세,9,0.4,2013남C8135-39세
2013,남자,C81,호지킨림프종,40-44세,13,0.6,2013남C8140-44세
2013,남자,C81,호지킨림프종,45-49세,10,0.5,2013남C8145-49세
2013,남자,C81,호지킨림프종,50-54세,19,0.9,2013남C8150-54세
2013,남자,C81,호지킨림프종,55-59세,20,1.2,2013남C8155-59세
2013,남자,C81,호지킨림프종,60-64세,14,1.2,2013남C8160-64세
2013,남자,C81,호지킨림프종,65-69세,12,1.3,2013남C8165-69세
2013,남자,C81,호지킨림프종,70-74세,12,1.5,2013남C8170-74세
2013,남자,C81,호지킨림프종,75-79세,6,1.3,2013남C8175-79세
2013,남자,C81,호지킨림프종,80-84세,3,1.4,2013남C8180-84세
2013,남자,C81,호지킨림프종,85세이상,,,2013남C8185세이상
2013,남자,C81,호지킨림프종,전체,171,0.7,2013남C81전체
2013,남자,"C82-C86,C96",비호지킨 림프종,00-04세,35,2.9,"2013남C82-C86,C9600-04세"
2013,남자,"C82-C86,C96",비호지킨 림프종,05-09세,18,1.5,"2013남C82-C86,C9605-09세"
2013,남자,"C82-C86,C96",비호지킨 림프종,10-14세,42,2.8,"2013남C82-C86,C9610-14세"
2013,남자,"C82-C86,C96",비호지킨 림프종,15-19세,57,3.1,"2013남C82-C86,C9615-19세"
2013,남자,"C82-C86,C96",비호지킨 림프종,20-24세,36,2,"2013남C82-C86,C9620-24세"
2013,남자,"C82-C86,C96",비호지킨 림프종,25-29세,39,2.3,"2013남C82-C86,C9625-29세"
2013,남자,"C82-C86,C96",비호지킨 림프종,30-34세,73,3.5,"2013남C82-C86,C9630-34세"
2013,남자,"C82-C86,C96",비호지킨 림프종,35-39세,61,3,"2013남C82-C86,C9635-39세"
2013,남자,"C82-C86,C96",비호지킨 림프종,40-44세,133,5.7,"2013남C82-C86,C9640-44세"
2013,남자,"C82-C86,C96",비호지킨 림프종,45-49세,178,8.3,"2013남C82-C86,C9645-49세"
2013,남자,"C82-C86,C96",비호지킨 림프종,50-54세,226,10.3,"2013남C82-C86,C9650-54세"
2013,남자,"C82-C86,C96",비호지킨 림프종,55-59세,265,15.4,"2013남C82-C86,C9655-59세"
2013,남자,"C82-C86,C96",비호지킨 림프종,60-64세,252,21.2,"2013남C82-C86,C9660-64세"
2013,남자,"C82-C86,C96",비호지킨 림프종,65-69세,243,26.8,"2013남C82-C86,C9665-69세"
2013,남자,"C82-C86,C96",비호지킨 림프종,70-74세,273,35,"2013남C82-C86,C9670-74세"
2013,남자,"C82-C86,C96",비호지킨 림프종,75-79세,207,43.2,"2013남C82-C86,C9675-79세"
2013,남자,"C82-C86,C96",비호지킨 림프종,80-84세,120,55.2,"2013남C82-C86,C9680-84세"
2013,남자,"C82-C86,C96",비호지킨 림프종,85세이상,50,45.4,"2013남C82-C86,C9685세이상"
2013,남자,"C82-C86,C96",비호지킨 림프종,전체,2308,9.1,"2013남C82-C86,C96전체"
2013,남자,C90,다발성 골수종,00-04세,,,2013남C9000-04세
2013,남자,C90,다발성 골수종,05-09세,,,2013남C9005-09세
2013,남자,C90,다발성 골수종,10-14세,,,2013남C9010-14세
2013,남자,C90,다발성 골수종,15-19세,,,2013남C9015-19세
2013,남자,C90,다발성 골수종,20-24세,,,2013남C9020-24세
2013,남자,C90,다발성 골수종,25-29세,,,2013남C9025-29세
2013,남자,C90,다발성 골수종,30-34세,2,0.1,2013남C9030-34세
2013,남자,C90,다발성 골수종,35-39세,7,0.3,2013남C9035-39세
